bionet_name,species_code,original_source,trait_code,norm_value,best,lower,upper,raw_value,notes
Tetratheca thymifolia,6214,Bradstock Tozer Keith 1997,germ1,Canopy,NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
Xanthosia tridentata,1163,Bradstock Tozer Keith 1997,germ1,Canopy,NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
Zieria laevigata,5841,Bradstock Tozer Keith 1997,germ1,Canopy,NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
Dampiera stricta,3174,Bradstock Tozer Keith 1997,germ1,Soil-persistent,NA,NA,NA,"functional_group, resprouter_soil_seedbank_vegetative_spread",NA
Hypolaena fastigiata,5533,Bradstock Tozer Keith 1997,germ1,Soil-persistent,NA,NA,NA,"functional_group, resprouter_soil_seedbank_vegetative_spread",NA
Lepidosperma neesii,2471,Bradstock Tozer Keith 1997,germ1,Soil-persistent,NA,NA,NA,"functional_group, resprouter_soil_seedbank_vegetative_spread",NA
Lepyrodia scariosa,5541,Bradstock Tozer Keith 1997,germ1,Soil-persistent,NA,NA,NA,"functional_group, resprouter_soil_seedbank_vegetative_spread",NA
Platysace linearifolia,1145,Bradstock Tozer Keith 1997,germ1,Soil-persistent,NA,NA,NA,"functional_group, resprouter_soil_seedbank_vegetative_spread",NA
Ptilothrix deusta,8956,Bradstock Tozer Keith 1997,germ1,Soil-persistent,NA,NA,NA,"functional_group, resprouter_soil_seedbank_vegetative_spread",NA
Anisopogon avenaceus,4749,Bradstock Tozer Keith 1997,germ1,Soil-persistent,NA,NA,NA,"functional_group, resprouter_soil_seedbank_no_vegetative_spread",NA
Cyathochaeta diandra,2347,Bradstock Tozer Keith 1997,germ1,Soil-persistent,NA,NA,NA,"functional_group, resprouter_soil_seedbank_no_vegetative_spread",NA
Entolasia stricta,4947,Bradstock Tozer Keith 1997,germ1,Soil-persistent,NA,NA,NA,"functional_group, resprouter_soil_seedbank_no_vegetative_spread",NA
Goodenia bellidifolia,3175,Bradstock Tozer Keith 1997,germ1,Soil-persistent,NA,NA,NA,"functional_group, resprouter_soil_seedbank_no_vegetative_spread",NA
Lepidosperma concavum,8380,Bradstock Tozer Keith 1997,germ1,Soil-persistent,NA,NA,NA,"functional_group, resprouter_soil_seedbank_no_vegetative_spread",NA
Lomandra cylindrica,6298,Bradstock Tozer Keith 1997,germ1,Soil-persistent,NA,NA,NA,"functional_group, resprouter_soil_seedbank_no_vegetative_spread",NA
Lomandra filiformis,6302,Bradstock Tozer Keith 1997,germ1,Soil-persistent,NA,NA,NA,"functional_group, resprouter_soil_seedbank_no_vegetative_spread",NA
Lomandra glauca,6304,Bradstock Tozer Keith 1997,germ1,Soil-persistent,NA,NA,NA,"functional_group, resprouter_soil_seedbank_no_vegetative_spread",NA
Schoenus imberbis,2496,Bradstock Tozer Keith 1997,germ1,Soil-persistent,NA,NA,NA,"functional_group, resprouter_soil_seedbank_no_vegetative_spread",NA
Schoenus lepidosperma,9222,Bradstock Tozer Keith 1997,germ1,Soil-persistent,NA,NA,NA,"functional_group, resprouter_soil_seedbank_no_vegetative_spread",NA
Schoenus moorei,2501,Bradstock Tozer Keith 1997,germ1,Soil-persistent,NA,NA,NA,"functional_group, resprouter_soil_seedbank_no_vegetative_spread",NA
Tetratheca ericifolia,6204,Bradstock Tozer Keith 1997,germ1,Soil-persistent,NA,NA,NA,"functional_group, resprouter_soil_seedbank_no_vegetative_spread",NA
Velleia spathulata,3219,Bradstock Tozer Keith 1997,germ1,Soil-persistent,NA,NA,NA,"functional_group, resprouter_soil_seedbank_no_vegetative_spread",NA
Banksia oblongifolia,5345,Bradstock Tozer Keith 1997,germ1,Canopy,NA,NA,NA,"functional_group, serotinous_resprouter",NA
Angophora hispida,3972,Bradstock Tozer Keith 1997,germ1,Transient,NA,NA,NA,"functional_group, resprouter_transient_seedbank_no_vegetative_spread",NA
Caesia parviflora,3535,Bradstock Tozer Keith 1997,germ1,Transient,NA,NA,NA,"functional_group, resprouter_transient_seedbank_no_vegetative_spread",NA
Drosera peltata,2559,Bradstock Tozer Keith 1997,germ1,Transient,NA,NA,NA,"functional_group, resprouter_transient_seedbank_no_vegetative_spread",NA
Drosera pygmaea,2560,Bradstock Tozer Keith 1997,germ1,Transient,NA,NA,NA,"functional_group, resprouter_transient_seedbank_no_vegetative_spread",NA
Haemodorum corymbosum,6435,Bradstock Tozer Keith 1997,germ1,Transient,NA,NA,NA,"functional_group, resprouter_transient_seedbank_no_vegetative_spread",NA
Patersonia sericea,3303,Bradstock Tozer Keith 1997,germ1,Transient,NA,NA,NA,"functional_group, resprouter_transient_seedbank_no_vegetative_spread",NA
Sowerbaea juncea,3567,Bradstock Tozer Keith 1997,germ1,Transient,NA,NA,NA,"functional_group, resprouter_transient_seedbank_no_vegetative_spread",NA
Stylidium lineare,6159,Bradstock Tozer Keith 1997,germ1,Transient,NA,NA,NA,"functional_group, resprouter_transient_seedbank_no_vegetative_spread",NA
Thelionema umbellatum,6461,Bradstock Tozer Keith 1997,germ1,Transient,NA,NA,NA,"functional_group, resprouter_transient_seedbank_no_vegetative_spread",NA
Thysanotus juncifolius,3572,Bradstock Tozer Keith 1997,germ1,Transient,NA,NA,NA,"functional_group, resprouter_transient_seedbank_no_vegetative_spread",NA
Philotheca buxifolia,10577,Bradstock Tozer Keith 1997,germ1,Canopy,NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
Pultenaea tuberculata,11386,Bradstock Tozer Keith 1997,germ1,Canopy,NA,NA,NA,"functional_group, serotinous_obligate_seeder",NA
Xanthorrhoea resinosa,6321,Bradstock Tozer Keith 1997,germ1,Transient,NA,NA,NA,"functional_group, resprouter_transient_seedbank_no_vegetative_spread",NA
Hibbertia empetrifolia subsp. empetrifolia,10863,Bradstock Tozer Keith 1997,germ1,Soil-persistent,NA,NA,NA,"functional_group, resprouter_soil_seedbank_no_vegetative_spread",original name: Hibbertia empetrifolia
