"record_id","species_code","species","trait_code","main_source","original_sources","norm_value","best","lower","upper","match_type"
"165919","2347","Cyathochaeta diandra","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"168530","4947","Entolasia stricta","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"176602","8380","Lepidosperma concavum","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"177798","6298","Lomandra cylindrica","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"177830","6302","Lomandra filiformis","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"177895","6304","Lomandra glauca","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"183234","2496","Schoenus imberbis","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"183258","2501","Schoenus moorei","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"184263","3219","Velleia spathulata","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"160254","5345","Banksia oblongifolia","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"158462","3972","Angophora hispida","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"162618","3535","Caesia parviflora","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"173589","6435","Haemodorum corymbosum","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"180925","3303","Patersonia sericea","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"183570","3567","Sowerbaea juncea","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"183779","6159","Stylidium lineare","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"183965","6461","Thelionema umbellatum","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"184509","6321","Xanthorrhoea resinosa","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"174147","10863","Hibbertia empetrifolia subsp. empetrifolia","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"12611","2010","Allocasuarina distyla","germ1","NSWFFRDv2.1",NA,"Canopy",NA,NA,NA,"possible"
"14141","3174","Dampiera stricta","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"15995","5533","Hypolaena fastigiata","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"16409","2471","Lepidosperma neesii","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"16479","5541","Lepyrodia scariosa","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"17082","1145","Platysace linearifolia","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"17162","8956","Ptilothrix deusta","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"12974","4749","Anisopogon avenaceus","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"14119","2347","Cyathochaeta diandra","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"14671","4947","Entolasia stricta","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"16401","8380","Lepidosperma concavum","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"16544","6298","Lomandra cylindrica","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"16548","6302","Lomandra filiformis","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"16554","6304","Lomandra glauca","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"17240","2496","Schoenus imberbis","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"17333","6204","Tetratheca ericifolia","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"17377","3219","Velleia spathulata","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"13088","5345","Banksia oblongifolia","germ1","NSWFFRDv2.1",NA,"Canopy",NA,NA,NA,"possible"
"12656","3972","Angophora hispida","germ1","NSWFFRDv2.1",NA,"Transient",NA,NA,NA,"possible"
"13530","3535","Caesia parviflora","germ1","NSWFFRDv2.1",NA,"Transient",NA,NA,NA,"possible"
"15839","6435","Haemodorum corymbosum","germ1","NSWFFRDv2.1",NA,"Transient",NA,NA,NA,"possible"
"17282","3567","Sowerbaea juncea","germ1","NSWFFRDv2.1",NA,"Transient",NA,NA,NA,"possible"
"17305","6159","Stylidium lineare","germ1","NSWFFRDv2.1",NA,"Transient",NA,NA,NA,"possible"
"17339","6461","Thelionema umbellatum","germ1","NSWFFRDv2.1",NA,"Transient",NA,NA,NA,"possible"
"17346","3572","Thysanotus juncifolius","germ1","NSWFFRDv2.1",NA,"Transient",NA,NA,NA,"possible"
"17404","6321","Xanthorrhoea resinosa","germ1","NSWFFRDv2.1",NA,"Transient",NA,NA,NA,"possible"
"15909","10863","Hibbertia empetrifolia subsp. empetrifolia","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"178227","10531","Macrozamia plurinervia","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"175496","10724","Leionema ambiens","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"175536","10736","Leionema rotundifolium","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"173689","10803","Hakea laevipes subsp. graniticola","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"172194","10967","Grevillea juniperina subsp. allojohnsonii","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"173529","10985","Grevillea viridiflava","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"162584","11018","Bursaria spinosa subsp. spinosa","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"159437","11046","Aotus subglauca var. subglauca","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"174493","11251","Homoranthus binghiensis","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"174529","11619","Hovea apiculata","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"181517","12004","Philotheca epilosa","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"181521","12004","Philotheca epilosa","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"159745","1205","Astrotricha longifolia","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"174535","12176","Hovea graniticola","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"173957","13289","Harmogia densifolia","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"173959","13289","Harmogia densifolia","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"175180","13291","Kardomia odontocalyx","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"163297","1367","Cassinia laevis","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"163327","1370","Cassinia quinquefaria","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"160242","14554","Banksia neoanglica","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"160250","14554","Banksia neoanglica","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"180326","1604","Olearia myrsinoides","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"180380","1612","Olearia rosmarinifolia","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"180426","1618","Olearia viscidula","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"174113","2531","Hibbertia cistoidea","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"174279","2545","Hibbertia riparia","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"174389","2551","Hibbertia vestita","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"157841","2580","Acrotriche aggregata","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"168556","2591","Epacris breviflora","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"177286","2612","Leucopogon attenuatus","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"177298","2613","Leucopogon biflorus","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"177300","2613","Leucopogon biflorus","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"177416","2628","Leucopogon melaleucoides","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"177472","2631","Leucopogon neo-anglicus","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"177476","2631","Leucopogon neo-anglicus","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"177478","2631","Leucopogon neo-anglicus","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"177530","2639","Leucopogon virgatus","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"183807","2660","Styphelia triflora","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"160979","2783","Bossiaea neo-anglica","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"161049","2790","Bossiaea scortechinii","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"166192","2816","Daviesia acicularis","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"166247","2823","Daviesia latifolia","surv1","NSWFFRDv2.1",NA,"Most",NA,NA,NA,"possible"
"175084","2892","Jacksonia scoparia","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"182757","2994","Pultenaea foliolosa","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"182804","3013","Pultenaea pycnocephala","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"182504","3429","Prostanthera saxicola","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"182507","3430","Prostanthera scutellarioides","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"156516","3715","Acacia betchei","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"156573","3725","Acacia burbidgeae","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"156758","3773","Acacia filicifolia","surv1","NSWFFRDv2.1",NA,"Few",NA,NA,NA,"possible"
"156766","3774","Acacia fimbriata","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"156824","3784","Acacia granitica","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"156857","3790","Acacia hispidula","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"156929","3802","Acacia juncifolia","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"156942","3807","Acacia latisepala","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"157335","3858","Acacia pruinosa","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"157343","3858","Acacia pruinosa","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"157566","3888","Acacia torringtonensis","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"157578","3892","Acacia triptera","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"162831","4006","Callistemon flavovirens","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"162837","4008","Callistemon linearis","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"162859","4011","Callistemon pallidus","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"162906","4017","Callistemon sieberi","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"175262","4205","Kunzea bracteolata","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"176901","4216","Leptospermum brevipes","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"177046","4227","Leptospermum minutifolium","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"178768","4275","Micromyrtus sessilis","surv1","NSWFFRDv2.1",NA,"Most",NA,NA,NA,"possible"
"180140","4317","Notelaea linearis","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"160222","5344","Banksia marginata","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"173663","5412","Hakea eriantha","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"175058","5438","Isopogon petiolaris","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"178059","5442","Lomatia fraseri","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"178101","5445","Lomatia silaifolia","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"181077","5455","Persoonia cornifolia","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"181085","5457","Persoonia fastigiata","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"181323","5475","Persoonia tenuifolia","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"181353","5477","Petrophile canescens","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"165753","5557","Cryptandra lanosiflora","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"182991","5642","Rubus parvifolius","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"160729","5734","Boronia anethifolia","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"160741","5736","Boronia bipinnata","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"160777","5743","Boronia granitica","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"160809","5745","Boronia microphylla","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"184609","5836","Zieria cytisoides","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"168032","5897","Dodonaea hirsuta","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"163709","6242","Chloanthes parviflora","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"184485","6317","Xanthorrhoea johnsonii","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"177380","6425","Leucopogon lanceolatus var. lanceolatus","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"181985","6635","Pimelea linifolia subsp. collina","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"180156","6695","Notelaea microcarpa var. microcarpa","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"181935","6774","Pimelea curviflora var. divergens","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"171601","6921","Gompholobium huegelii","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"166281","7211","Daviesia mimosoides subsp. mimosoides","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"177452","7287","Leucopogon microphyllus var. pilibundus","surv1","NSWFFRDv2.1",NA,"Few",NA,NA,NA,"possible"
"179831","7736","Mirbelia speciosa subsp. speciosa","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"162871","7943","Callistemon pityoides","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"177156","8201","Leptospermum polygalifolium subsp. transmontanum","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"158234","8368","Almaleea cambagei","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"177192","8486","Leptospermum trinervium","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"182943","8623","Rhytidosporum procumbens","surv1","NSWFFRDv2.1",NA,"Few",NA,NA,NA,"possible"
"181305","8624","Persoonia rufa","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"176946","8647","Leptospermum gregarium","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"184482","8751","Xanthorrhoea glauca subsp. glauca","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"158193","8791","Allocasuarina rigida subsp. rigida","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"173439","8799","Grevillea scortechinii subsp. sarmentosa","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"174507","9034","Homoranthus lunatus","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"181333","9048","Persoonia terminalis subsp. terminalis","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"162880","9126","Callistemon pungens","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"162886","9126","Callistemon pungens","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"156595","9282","Acacia buxifolia subsp. pubiflora","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"182497","9380","Prostanthera nivea var. nivea","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"181431","9419","Phebalium glandulosum subsp. eglandulosum","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"173738","9602","Hakea macrorrhyncha","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"158334","9713","Amperea xiphoclada var. xiphoclada","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"160017","9836","Baeckea omissa","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"182382","2754","Poranthera ericifolia","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"157903","1094","Actinotus helianthi","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"160971","2780","Bossiaea heterophylla","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"165738","5556","Cryptandra ericoides","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"3981","1145","Platysace linearifolia","surv4","NSWFFRDv2.1",NA,"Long rhizome or root sucker",NA,NA,NA,"possible"
"168925","5776","Eriostemon australasius","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"168927","5776","Eriostemon australasius","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"174222","2540","Hibbertia monogyna","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"177426","2629","Leucopogon microphyllus","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"160883","5759","Boronia serrulata","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"168714","2605","Epacris pulchella","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"2999","5345","Banksia oblongifolia","surv4","NSWFFRDv2.1",NA,"Lignotuber",NA,NA,NA,"possible"
"160254","5345","Banksia oblongifolia","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"3003","5348","Banksia serrata","surv4","NSWFFRDv2.1",NA,"Lignotuber",NA,NA,NA,"possible"
"160327","5348","Banksia serrata","surv1","NSWFFRDv2.1",NA,"All",NA,NA,NA,"possible"
"156857","3790","Acacia hispidula","surv1","NSWFFRDv2.1",NA,"None",NA,NA,NA,"possible"
"12520","3881","Acacia suaveolens","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"12418","3806","Acacia lanigera","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"13023","2585","Astroloma pinifolium","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"13701","5531","Coleocarya gracilis","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"14244","2843","Dillwynia floribunda","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"14685","2602","Epacris obtusifolia","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"14689","2605","Epacris pulchella","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"15418","3197","Goodenia stelligera","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"15386","2870","Gompholobium virgatum","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"15388","2870","Gompholobium virgatum","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"15392","3243","Gonocarpus micranthus","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"15911","2536","Hibbertia fasciculata","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"15917","2539","Hibbertia linearis","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"15919","2542","Hibbertia obtusifolia","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"16063","3556","Laxmannia gracilis","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"16421","5865","Leptomeria acida","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"16492","2615","Leucopogon deformis","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"16494","2616","Leucopogon ericoides","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"16501","6845","Leucopogon lanceolatus var. gracilis","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"16518","2636","Leucopogon rodwayi","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"16586","3907","Macarthuria neocambrica","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"16931","2938","Mirbelia rubiifolia","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"16934","3595","Mitrasacme polymorpha","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"16950","6407","Olax stricta","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"17036","5476","Persoonia virgata","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"17067","6182","Pimelea linifolia","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"17127","5703","Pomax umbellata","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"17148","2756","Pseudanthus orientalis","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"17243","2507","Schoenus turbinatus","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"17288","2655","Sprengelia sprengelioides","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"17313","2662","Styphelia viridis","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"17338","6214","Tetratheca thymifolia","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"17397","2664","Woollsia pungens","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"17406","1162","Xanthosia pilosa","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"13064","5339","Banksia aemula","germ1","NSWFFRDv2.1",NA,"Canopy",NA,NA,NA,"possible"
"13088","5345","Banksia oblongifolia","germ1","NSWFFRDv2.1",NA,"Canopy",NA,NA,NA,"possible"
"13112","2268","Bauera rubioides","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"13155","5739","Boronia falcifolia","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"13180","5758","Boronia safrolifera","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"13190","2778","Bossiaea ensata","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"13194","2780","Bossiaea heterophylla","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"13602","4021","Calytrix tetragona","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"13701","5531","Coleocarya gracilis","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
"14040","5352","Conospermum taxifolium","germ1","NSWFFRDv2.1",NA,"Soil-persistent",NA,NA,NA,"possible"
