"bionet_name","species_code","original_source","trait_code","norm_value","best","lower","upper","raw_value","notes"
"Deyeuxia quadriseta","4891","Wark 1997","surv4","Short rhizome",NA,NA,NA,"Regeneration strategy organ codes, R1",NA
"Dichelachne rara","4899","Wark 1997","surv4","Short rhizome",NA,NA,NA,"Regeneration strategy organ codes, R1",NA
"Holcus lanatus","5005","Wark 1997","surv4","Short rhizome",NA,NA,NA,"Regeneration strategy organ codes, R1",NA
"Microlaena stipoides","5037","Wark 1997","surv4","Short rhizome",NA,NA,NA,"Regeneration strategy organ codes, R1",NA
"Tetrarrhena juncea","5217","Wark 1997","surv4","Short rhizome",NA,NA,NA,"Regeneration strategy organ codes, R1",NA
"Poa sieberiana","5141","Wark 1997","surv4","Short rhizome",NA,NA,NA,"Regeneration strategy organ codes, R1",NA
"Poa tenera","5142","Wark 1997","surv4","Short rhizome",NA,NA,NA,"Regeneration strategy organ codes, R1",NA
"Acrotriche serrulata","2583","Wark 1997","surv4","Lignotuber",NA,NA,NA,"Regeneration strategy organ codes, L1",NA
"Astroloma humifusum","2584","Wark 1997","surv4","Lignotuber",NA,NA,NA,"Regeneration strategy organ codes, L1",NA
"Bursaria spinosa","4674","Wark 1997","surv4","Lignotuber",NA,NA,NA,"Regeneration strategy organ codes, L1",NA
"Coprosma quadrifida","5675","Wark 1997","surv4","Lignotuber",NA,NA,NA,"Regeneration strategy organ codes, L1",NA
"Hibbertia riparia","2545","Wark 1997","surv4","Lignotuber",NA,NA,NA,"Regeneration strategy organ codes, L1",NA
"Lissanthe strigosa","2642","Wark 1997","surv4","Lignotuber",NA,NA,NA,"Regeneration strategy organ codes, L1",NA
"Lomatia ilicifolia","5443","Wark 1997","surv4","Lignotuber",NA,NA,NA,"Regeneration strategy organ codes, L1",NA
"Melaleuca squarrosa","4263","Wark 1997","surv4","Lignotuber",NA,NA,NA,"Regeneration strategy organ codes, L1",NA
"Olearia argophylla","1580","Wark 1997","surv4","Lignotuber",NA,NA,NA,"Regeneration strategy organ codes, L1",NA
"Brunonia australis","1863","Wark 1997","surv4","Short rhizome",NA,NA,NA,"Regeneration strategy organ codes, R1",NA
"Goodenia lanata","13799","Wark 1997","surv4","Short rhizome",NA,NA,NA,"Regeneration strategy organ codes, R1",NA
"Helichrysum leucopsideum","1494","Wark 1997","surv4","Short rhizome",NA,NA,NA,"Regeneration strategy organ codes, R1",NA
"Lagenifera stipitata","1551","Wark 1997","surv4","Short rhizome",NA,NA,NA,"Regeneration strategy organ codes, R1",NA
"Leptorhynchos squamatus","1557","Wark 1997","surv4","Short rhizome",NA,NA,NA,"Regeneration strategy organ codes, R1",NA
"Oxalis corniculata","4613","Wark 1997","surv4","Short rhizome",NA,NA,NA,"Regeneration strategy organ codes, R1",NA
"Pelargonium australe","3157","Wark 1997","surv4","Short rhizome",NA,NA,NA,"Regeneration strategy organ codes, R1",NA
"Plantago varia","4705","Wark 1997","surv4","Short rhizome",NA,NA,NA,"Regeneration strategy organ codes, R1",NA
"Sonchus oleraceus","1690","Wark 1997","surv4","Short rhizome",NA,NA,NA,"Regeneration strategy organ codes, R1",NA
"Veronica calycina","6003","Wark 1997","surv4","Short rhizome",NA,NA,NA,"Regeneration strategy organ codes, R1",NA
"Veronica derwentiana","14262","Wark 1997","surv4","Short rhizome",NA,NA,NA,"Regeneration strategy organ codes, R1",NA
"Gahnia radula","2441","Wark 1997","surv4","Short rhizome",NA,NA,NA,"Regeneration strategy organ codes, R1",NA
"Gahnia sieberiana","2442","Wark 1997","surv4","Short rhizome",NA,NA,NA,"Regeneration strategy organ codes, R1",NA
"Isolepis hystrix","2453","Wark 1997","surv4","Short rhizome",NA,NA,NA,"Regeneration strategy organ codes, R1",NA
"Isolepis marginata","2455","Wark 1997","surv4","Short rhizome",NA,NA,NA,"Regeneration strategy organ codes, R1",NA
"Juncus pauciflorus","3339","Wark 1997","surv4","Short rhizome",NA,NA,NA,"Regeneration strategy organ codes, R1",NA
"Juncus planifolius","3340","Wark 1997","surv4","Short rhizome",NA,NA,NA,"Regeneration strategy organ codes, R1",NA
"Lepidosperma elatius","8379","Wark 1997","surv4","Short rhizome",NA,NA,NA,"Regeneration strategy organ codes, R1",NA
"Luzula meridionalis","3359","Wark 1997","surv4","Short rhizome",NA,NA,NA,"Regeneration strategy organ codes, R1",NA
"Schoenus apogon","2491","Wark 1997","surv4","Short rhizome",NA,NA,NA,"Regeneration strategy organ codes, R1",NA
"Acianthus caudatus","4351","Wark 1997","surv4","Tuber",NA,NA,NA,"Regeneration strategy organ codes, Tu1",NA
"Acianthus pusillus","9088","Wark 1997","surv4","Tuber",NA,NA,NA,"Regeneration strategy organ codes, Tu1",NA
"Caladenia cardiochila","12289","Wark 1997","surv4","Tuber",NA,NA,NA,"Regeneration strategy organ codes, Tu1",NA
"Caladenia catenata","6703","Wark 1997","surv4","Tuber",NA,NA,NA,"Regeneration strategy organ codes, Tu1",NA
"Caladenia tentaculata","9593","Wark 1997","surv4","Tuber",NA,NA,NA,"Regeneration strategy organ codes, Tu1",NA
"Cyrtostylis reniformis","6889","Wark 1997","surv4","Tuber",NA,NA,NA,"Regeneration strategy organ codes, Tu1",NA
"Dipodium punctatum","7887","Wark 1997","surv4","Tuber",NA,NA,NA,"Regeneration strategy organ codes, Tu1",NA
"Eriochilus cucullatus","4460","Wark 1997","surv4","Tuber",NA,NA,NA,"Regeneration strategy organ codes, Tu1",NA
"Prasophyllum odoratum","4516","Wark 1997","surv4","Tuber",NA,NA,NA,"Regeneration strategy organ codes, Tu1",NA
"Pterostylis longifolia","4559","Wark 1997","surv4","Tuber",NA,NA,NA,"Regeneration strategy organ codes, Tu1",NA
"Pterostylis nutans","4562","Wark 1997","surv4","Tuber",NA,NA,NA,"Regeneration strategy organ codes, Tu1",NA
"Pterostylis nana","4561","Wark 1997","surv4","Tuber",NA,NA,NA,"Regeneration strategy organ codes, Tu1",NA
"Pterostylis parviflora","4566","Wark 1997","surv4","Tuber",NA,NA,NA,"Regeneration strategy organ codes, Tu1",NA
"Thelymitra flexuosa","4595","Wark 1997","surv4","Tuber",NA,NA,NA,"Regeneration strategy organ codes, Tu1",NA
"Thelymitra pauciflora","4602","Wark 1997","surv4","Tuber",NA,NA,NA,"Regeneration strategy organ codes, Tu1",NA
"Thelymitra rubra","10277","Wark 1997","surv4","Tuber",NA,NA,NA,"Regeneration strategy organ codes, Tu1",NA
"Burchardia umbellata","3533","Wark 1997","surv4","Tuber",NA,NA,NA,"Regeneration strategy organ codes, T1",NA
"Dianella revoluta","3542","Wark 1997","surv4","Tuber",NA,NA,NA,"Regeneration strategy organ codes, T1",NA
"Lomandra filiformis","6302","Wark 1997","surv4","Tuber",NA,NA,NA,"Regeneration strategy organ codes, T1",NA
"Thysanotus juncifolius","3572","Wark 1997","surv4","Tuber",NA,NA,NA,"Regeneration strategy organ codes, T1",NA
"Thysanotus tuberosus","3574","Wark 1997","surv4","Tuber",NA,NA,NA,"Regeneration strategy organ codes, T1",NA
"Thysanotus patersonii","3573","Wark 1997","surv4","Tuber",NA,NA,NA,"Regeneration strategy organ codes, T1",NA
"Lobelia gibbosa","1917","Wark 1997","surv4","Short rhizome",NA,NA,NA,"Regeneration strategy organ codes, R1",NA
"Lachnagrostis filiformis","11388","Wark 1997","surv4","Short rhizome",NA,NA,NA,"Regeneration strategy organ codes, R1",NA
"Rytidosperma indutum","14310","Wark 1997","surv4","Short rhizome",NA,NA,NA,"Regeneration strategy organ codes, R1",NA
"Rytidosperma pilosum","14316","Wark 1997","surv4","Short rhizome",NA,NA,NA,"Regeneration strategy organ codes, R1",NA
"Rytidosperma setaceum","14322","Wark 1997","surv4","Short rhizome",NA,NA,NA,"Regeneration strategy organ codes, R1",NA
"Rytidosperma pallidum","14314","Wark 1997","surv4","Short rhizome",NA,NA,NA,"Regeneration strategy organ codes, R1",NA
"Rytidosperma semiannulare","14321","Wark 1997","surv4","Short rhizome",NA,NA,NA,"Regeneration strategy organ codes, R1",NA
"Carduus tenuiflorus","1355","Wark 1997","surv4","Short rhizome",NA,NA,NA,"Regeneration strategy organ codes, R1",NA
"Hackelia suaveolens","14935","Wark 1997","surv4","Short rhizome",NA,NA,NA,"Regeneration strategy organ codes, R1",NA
"Coronidium scorpioides","13836","Wark 1997","surv4","Short rhizome",NA,NA,NA,"Regeneration strategy organ codes, R1",NA
"Lagenophora gracilis","11959","Wark 1997","surv4","Short rhizome",NA,NA,NA,"Regeneration strategy organ codes, R1",NA
"Isolepis inundata","2454","Wark 1997","surv4","Short rhizome",NA,NA,NA,"Regeneration strategy organ codes, R1",NA
"Caesia parviflora","3535","Wark 1997","surv4","Tuber",NA,NA,NA,"Regeneration strategy organ codes, T1",NA
"Lomandra longifolia","6308","Wark 1997","surv4","Tuber",NA,NA,NA,"Regeneration strategy organ codes, T1",NA
"Drosera auriculata","2556","Wark 1997","surv4","Tuber",NA,NA,NA,"Regeneration strategy organ codes, T1",NA
"Drosera peltata","2559","Wark 1997","surv4","Tuber",NA,NA,NA,"Regeneration strategy organ codes, T1",NA
"Hypochaeris radicata","8788","Wark 1997","surv4","Short rhizome",NA,NA,NA,"Regeneration strategy organ codes, R1",NA
"Eucalyptus bicostata","8450","Wark 1997","surv4","Basal",NA,NA,NA,"Regeneration strategy organ codes, St1",NA
"Eucalyptus bicostata","8450","Wark 1997","surv4","Lignotuber",NA,NA,NA,"Regeneration strategy organ codes, L1",NA
"Eucalyptus x vitrea","14166","Wark 1997","surv4","Basal",NA,NA,NA,"Regeneration strategy organ codes, St1",NA
"Eucalyptus x vitrea","14166","Wark 1997","surv4","Lignotuber",NA,NA,NA,"Regeneration strategy organ codes, L1",NA
NA,NA,"Wark 1997","surv4","Tuber",NA,NA,NA,"Regeneration strategy organ codes, Tu1",NA
NA,NA,"Wark 1997","surv4","Short rhizome",NA,NA,NA,"Regeneration strategy organ codes, R1",NA
NA,NA,"Wark 1997","surv4","Basal",NA,NA,NA,"Regeneration strategy organ codes, St1",NA
NA,NA,"Wark 1997","surv4","Lignotuber",NA,NA,NA,"Regeneration strategy organ codes, L1",NA
"Lomandra micrantha subsp. tuberculata","9082","Wark 1997","surv4","Tuber",NA,NA,NA,"Regeneration strategy organ codes, T1","original name: Lomandra micrantha"
"Lomandra multiflora subsp. multiflora","8802","Wark 1997","surv4","Tuber",NA,NA,NA,"Regeneration strategy organ codes, T1","original name: Lomandra multiflora"
"Thelymitra ixioides var. ixioides","8968","Wark 1997","surv4","Tuber",NA,NA,NA,"Regeneration strategy organ codes, Tu1","original name: Thelymitra ixioides"
"Prasophyllum odoratum","4516","Wark 1997","repr2","Facultative",NA,NA,NA,"Text — fire-stimulated post-fire flowering",NA
NA,NA,"Wark 1997","repr2","Facultative",NA,NA,NA,"Text — fire-stimulated post-fire flowering",NA
"Acacia flavescens","14347","Williams 2000","surv1","All",NA,NA,NA,"Table 2: % resprouting=98 (fire used: Dec 1997)",NA
"Allocasuarina littoralis","2012","Williams 2000","surv1","Half",NA,NA,NA,"Table 2: % resprouting=45 (fire used: Dec 1997)",NA
"Allocasuarina torulosa","2017","Williams 2000","surv1","All",NA,NA,NA,"Table 2: % resprouting=100 (fire used: Nov 1996)",NA
"Alphitonia excelsa","7686","Williams 2000","surv1","All",NA,NA,NA,"Table 2: % resprouting=100 (fire used: Nov 1996)",NA
"Eucalyptus tereticornis","4191","Williams 2000","surv1","All",NA,NA,NA,"Table 2: % resprouting=100 (fire used: Dec 1997)",NA
"Lophostemon suaveolens","4243","Williams 2000","surv1","All",NA,NA,NA,"Table 2: % resprouting=100 (fire used: Nov 1996)",NA
"Duboisia myoporoides","6036","Williams 2000","surv1","All",NA,NA,NA,"Table 2: % resprouting=500 (fire used: Dec 1997)",NA
"Melastoma affine","3675","Williams 2000","surv1","All",NA,NA,NA,"Table 2: % resprouting=100 (fire used: Dec 1997)",NA
"Corymbia intermedia","9601","Williams 2000","surv1","All",NA,NA,NA,"Table 2: % resprouting=100 (fire used: Dec 1997)",NA
"Corymbia torelliana","12526","Williams 2000","surv1","All",NA,NA,NA,"Table 2: % resprouting=100 (fire used: Nov 1996)",NA
"Alphitonia petriei","5553","Williams 2000","surv1","None",NA,NA,NA,"Table 2: % resprouting=0 (fire used: Dec 1997)",NA
"Callicarpa pedunculata","6240","Williams 2000","surv1","All",NA,NA,NA,"Table 2: % resprouting=100 (fire used: Nov 1996)",NA
"Commersonia bartramia","6129","Williams 2000","surv1","All",NA,NA,NA,"Table 2: % resprouting=100 (fire used: Nov 1996)",NA
"Glochidion spp.","GLOC","Williams 2000","surv1","All",NA,NA,NA,"Table 2: % resprouting=100 (fire used: Dec 1997)",NA
"Trema tomentosa var. aspera","6761","Williams 2000","surv1","All",NA,NA,NA,"Table 2: % resprouting=100 (fire used: Nov 1996)","original name: Trema tomentosa"
"Duboisia myoporoides","6036","Williams 2000","surv4","Long rhizome or root sucker",NA,NA,NA,"Table 2/text: root suckering documented post-fire",NA
"Acacia flavescens","14347","Williams 2000","surv4","Basal",NA,NA,NA,"text: rainforest pioneer — basal stem and root resprouting",NA
"Allocasuarina torulosa","2017","Williams 2000","surv4","Basal",NA,NA,NA,"text: rainforest pioneer — basal stem and root resprouting",NA
"Alphitonia excelsa","7686","Williams 2000","surv4","Basal",NA,NA,NA,"text: rainforest pioneer — basal stem and root resprouting",NA
"Eucalyptus tereticornis","4191","Williams 2000","surv4","Epicormic",NA,NA,NA,"text: sclerophyll tree >2 m — epicormic reshooting",NA
"Melastoma affine","3675","Williams 2000","surv4","Basal",NA,NA,NA,"text: rainforest pioneer — basal stem and root resprouting",NA
"Corymbia intermedia","9601","Williams 2000","surv4","Epicormic",NA,NA,NA,"text: sclerophyll tree >2 m — epicormic reshooting",NA
"Corymbia torelliana","12526","Williams 2000","surv4","Epicormic",NA,NA,NA,"text: sclerophyll tree >2 m — epicormic reshooting",NA
"Callicarpa pedunculata","6240","Williams 2000","surv4","Basal",NA,NA,NA,"text: rainforest pioneer — basal stem and root resprouting",NA
"Commersonia bartramia","6129","Williams 2000","surv4","Basal",NA,NA,NA,"text: rainforest pioneer — basal stem and root resprouting",NA
